Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60007759,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,VE End of assignment,8/4/2017,54-3000,Line Changes/Improv,,Male,8/7/1997,Intern/Student Program - Technical
60007760,5/2/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,6/27/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007761,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,VE End of assignment,8/4/2017,54-3520,Engr Tech Ops COMM,,Male,5/5/1996,Intern/Student Program - Technical
60007764,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/15/2017,T5 End of intership,8/14/2017,54-3000,Line Changes/Improv,,Male,11/15/1985,Intern/Student Program - Technical
60007765,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/18/2017,T5 End of intership,8/17/2017,54-3500,Test Engr (NPL) COMM,,Male,11/12/1994,Intern/Student Program - Technical
60007766,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,7/13/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007767,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,9/19/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007768,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,5/30/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007770,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,5/26/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007771,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,5/26/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007772,5/22/2017,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,8/15/2017,T5 End of intership,8/11/2017,164410,EBS Sys Engineering,,Male,7/2/1997,Intern/Student Program - Technical
60007774,5/22/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,6/6/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007775,5/23/2017,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/20/2017,T2 Family issues,6/16/2017,2301258210,QC Inspection,,Female,2/17/1997,Intern/Student Program - Technical
60007776,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/11/2017,T5 End of intership,8/4/2017,54-3070,Mfg Engr-NPL / SPECS,,Male,9/18/1995,Intern/Student Program - Technical
60007777,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/24/2017,T5 End of intership,8/23/2017,54-3520,Engr Tech Ops COMM,,Male,6/19/1995,Intern/Student Program - Technical
60007779,5/11/2017,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,6/16/2017,T5 End of intership,6/12/2017,839918,Recruiting Center CA,,Female,5/27/1995,Intern/Student Program - Non Technical
60007783,5/23/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,7/28/2017,161152,Prod. Wash MOR,,unknown,,
60007784,5/22/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/13/2017,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60007786,5/23/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,7/23/2017,161159,Fin. Ably MK100 MOD9,,unknown,,
60007787,8/2/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/16/2017,161408,Receiving Morganton,,unknown,,Temporary / Contingent
60007788,5/23/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,7/13/2017,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60007789,5/24/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,7/12/2017,12260,MV PII Truck Curing,,Male,,Press Operator MVN-112
60007790,5/24/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,6/20/2017,12620,MV Qualty Inspection,,Male,,
60007792,5/22/2017,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,8/2/2017,T5 End of intership,8/8/2017,214-K046,HC Val and Analysis,,Male,12/6/1996,Intern/Student Program - Technical
60007793,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,VE End of assignment,8/4/2017,54-3520,Engr Tech Ops COMM,,Male,7/28/1993,Intern/Student Program - Technical
60007794,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/11/2017,T5 End of intership,8/11/2017,54-3000,Line Changes/Improv,,Male,2/2/1996,Intern/Student Program - Technical
60007795,5/30/2017,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/5/2017,V8 Relocation,9/1/2017,2301208010,Maintenance,,Male,7/10/1972,Maintenance Technician II
60007796,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,VE End of assignment,8/4/2017,54-4360,Recv / Frt / Duty Pr,,Female,3/6/1998,Intern/Student Program - Technical
60007797,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/17/2017,T5 End of intership,8/16/2017,54-3520,Engr Tech Ops COMM,,Female,1/29/1997,Intern/Student Program - Technical
60007798,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/15/2017,T5 End of intership,8/11/2017,54-5100,IT Plant COMMON,,Female,5/27/1998,Intern/Student Program - Technical
60007799,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,VE End of assignment,8/4/2017,54-3080,COM Opn Managers,,Male,6/6/1998,Intern/Student Program - Technical
60007802,5/22/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/22/2017,T5 End of intership,8/18/2017,54-3520,Engr Tech Ops COMM,,Male,12/2/1992,Intern/Student Program - Technical
60007808,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,5/18/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007809,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,8/31/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007810,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,5/28/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007811,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,7/5/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007813,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,9/6/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007815,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,5/23/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007816,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,6/6/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007818,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,5/30/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007819,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,7/27/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007820,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,9/16/2017,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60007826,5/26/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,7/16/2017,12570,MV Shipping and Whse,,Male,,
60007831,5/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/16/2017,I5 Excessive absenteeism,6/16/2017,54-1202,Prodn Line Cost Coll,,Female,12/8/1957,Manufacturing Associate I
60007833,5/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/22/2017,V0 Resignation unknown/Other,8/15/2017,54-1202,Prodn Line Cost Coll,,Male,4/13/1995,Manufacturing Associate I
60007835,5/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/1/2017,V0 Resignation unknown/Other,7/28/2017,54-4362,COM Recv / Frt / Dut,,Male,2/1/1979,Material Handler I
60007836,5/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,7/27/2017,V0 Resignation unknown/Other,7/21/2017,54-1202,Prodn Line Cost Coll,,Male,7/30/1969,Manufacturing Associate I
60007842,5/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/20/2017,V0 Resignation unknown/Other,6/15/2017,54-4362,COM Recv / Frt / Dut,,Male,8/30/1959,Material Handler I
60007844,5/30/2017,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,8/23/2017,T5 End of intership,8/18/2017,205-B974,I BS RD CF MD4,,Female,11/20/1998,Intern/Student Program - Technical
60007846,5/29/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/30/2017,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60007848,5/25/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,6/7/2017,161152,Prod. Wash MOR,,unknown,,Temporary / Contingent
60007849,5/26/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,6/17/2017,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60007850,5/30/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/18/2017,161409,Supplier Planning,,unknown,,Temporary / Contingent
60007854,5/24/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/29/2017,V0 Resignation unknown/Other,6/30/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007855,5/24/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/29/2017,V0 Resignation unknown/Other,5/25/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007856,5/24/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,5/29/2017,V0 Resignation unknown/Other,7/16/2017,1862177,PRODUCTION ADMIN,,unknown,,
60007857,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/29/2017,V0 Resignation unknown/Other,7/27/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007863,5/30/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/8/2017,T5 End of intership,8/31/2017,12900,MV Factory Executive,,Male,12/1/1995,Intern/Student Program - Non Technical
60007864,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,6/6/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007865,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,6/6/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007866,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,8/18/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007867,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,8/15/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007871,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,6/27/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007872,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,6/22/2017,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60007873,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,6/8/2017,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60007877,5/30/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/15/2017,T5 End of intership,8/31/2017,12570,MV Shipping and Whse,,Female,10/30/1996,Intern/Student Program - Non Technical
60007878,5/30/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/14/2017,T5 End of intership,8/11/2017,12720,MV Plant Engineering,,Male,2/4/1996,Intern/Student Program - Non Technical
60007879,5/30/2017,30 Termination,Halstead,US-KS-Halstead-CT Legg,9/15/2017,V3 Accepted other employment,8/20/2017,11000,General production,,Male,11/14/1972,Calendar Machine Operator HAL-002
60007882,5/23/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,5/31/2017,V0 Resignation unknown/Other,6/20/2017,2301202050,Ext Asse. Labor AIS,,Male,1/1/1990,Temporary / Contingent
60007885,5/31/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,9/10/2017,22070,MV CF Pass Curing,,Male,,
60007897,5/30/2017,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,8/7/2017,T5 End of intership,8/4/2017,1862406,Customer Admin,,Female,1/13/1997,Intern/Student Program - Technical
60007901,5/30/2017,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,6/1/2017,T5 End of intership,8/11/2017,214-290,Quality&Reliability,,Male,9/16/1996,Intern/Student Program - Technical
60007909,5/16/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,6/1/2017,V0 Resignation unknown/Other,6/12/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007911,6/1/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/15/2017,T5 End of intership,8/31/2017,12910,MV Industrial Eng,,Female,6/24/1984,Intern/Student Program - Non Technical
60007914,5/31/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,6/16/2017,161150,Bracketing,,unknown,,Temporary / Contingent
60007917,6/2/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,6/11/2017,12250,MV Pass/LT F.F.,,Male,,Rework/Repair Operator Final Finish MVN-
60007918,6/2/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,6/25/2017,12050,MV CVT  Processing,,Male,,Crew Member MVN-206
60007920,6/2/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,8/21/2017,12570,MV Shipping and Whse,,Male,,
60007922,5/30/2017,30 Termination,NPN Non-Union,US-VA-Newport News-C Auto Sys,8/24/2017,T5 End of intership,8/23/2017,214-219,Plant IE,,Male,6/6/1996,Intern/Student Program - Technical
60007937,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/1/2017,VE End of assignment,7/28/2017,12730,MV Gen Maint,,Male,7/31/1997,Maintenance Apprentice
60007938,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/1/2017,VE End of assignment,7/28/2017,12730,MV Gen Maint,,Male,2/17/1992,Maintenance Apprentice
60007940,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/1/2017,VE End of assignment,7/28/2017,12730,MV Gen Maint,,Male,4/26/1994,Maintenance Apprentice
60007942,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/1/2017,VE End of assignment,7/28/2017,12730,MV Gen Maint,,Male,7/19/1994,Maintenance Apprentice
60007949,6/5/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/30/2017,V0 Resignation unknown/Other,6/26/2017,54-1202,Prodn Line Cost Coll,,Female,2/2/1990,Manufacturing Associate I
60007950,6/5/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/30/2017,V0 Resignation unknown/Other,6/29/2017,54-1202,Prodn Line Cost Coll,,Male,6/29/1981,Manufacturing Associate I
60007954,5/30/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/8/2017,2301202050,Ext Asse. Labor AIS,,unknown,1/1/1970,Temporary / Contingent
60007956,5/30/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/28/2017,2301202050,Ext Asse. Labor AIS,,unknown,1/1/1970,Temporary / Contingent
60007959,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,6/8/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007962,5/30/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,10/4/2017,2301258210,QC Inspection,,unknown,1/1/1970,Temporary / Contingent
60007963,5/30/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/5/2017,2301258210,QC Inspection,,unknown,1/1/1970,Temporary / Contingent
60007967,5/31/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,8/29/2017,2301202030,Ext Mat Prep Labor A,,unknown,1/1/1970,Temporary / Contingent
60007968,6/2/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,7/12/2017,2301208120,Warehouse - Var,,unknown,1/1/1970,Temporary / Contingent
60007970,6/1/2017,30 Termination,NPN Non-Union,US-VA-Newport News-C Auto Sys,10/2/2017,T5 End of intership,9/29/2017,214-839,Advanced Development,,Female,3/9/1997,Intern/Student Program - Technical
60007971,5/31/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,6/9/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007972,5/31/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,9/3/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007973,5/31/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,7/30/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007975,5/31/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,6/24/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007976,5/31/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,6/5/2017,V0 Resignation unknown/Other,8/28/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007985,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,6/14/2017,V0 Resignation unknown/Other,6/13/2017,12040,MV Calendering,,Male,7/11/1985,Press Operator MVN-215
60007996,6/5/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,6/19/2017,V0 Resignation unknown/Other,6/15/2017,12120,MV Stock Prep,,Male,4/15/1991,Cutting/Slitting Machine Operator MVN-11
60008001,6/12/2017,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,8/25/2017,T5 End of intership,8/25/2017,1764460,CES - Chassis,,Male,9/22/1994,Intern/Student Program - Technical
60008006,6/7/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,6/7/2017,12250,MV Pass/LT F.F.,,Female,,Rework/Repair Operator Final Finish MVN-
60008007,6/7/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,6/11/2017,12250,MV Pass/LT F.F.,,Female,,Rework/Repair Operator Final Finish MVN-
60008010,6/7/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I2 Disciplinary action,9/5/2017,12050,MV CVT  Processing,,Male,,Crew Member MVN-107
60008011,6/12/2017,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,9/5/2017,T5 End of intership,9/1/2017,164473,CONTROL STRATEGIES,,Male,3/22/1997,Intern/Student Program - Technical
60008022,6/5/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/1/2017,161159,Fin. Ably MK100 MOD9,,unknown,,
60008023,6/6/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/12/2017,761175,EAS Production,,unknown,,
60008026,6/7/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/5/2017,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60008027,6/7/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,6/22/2017,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60008030,6/5/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/23/2017,161150,Bracketing,,unknown,,
60008031,6/4/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/19/2017,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60008035,6/5/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/14/2017,2301203050,EBA2 Crush ring ass.,,Male,1/1/1970,Temporary / Contingent
60008036,6/5/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/23/2017,2301202050,Ext Asse. Labor AIS,,unknown,1/1/1970,Temporary / Contingent
60008037,6/5/2017,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,6/19/2017,2301258210,QC Inspection,,unknown,1/1/1970,Temporary / Contingent
